320 6407
10 160 42
10 168 43
10 192 39
10 207 33
10 232 25
10 260 28
10 283 32
10 287 48
10 288 35
11 0 30
11 5 6
11 42 9
11 47 20
11 53 49
11 56 9
11 69 8
11 119 23
11 140 43
11 157 13
11 161 38
11 162 38
11 201 42
11 224 42
11 227 36
11 244 29
11 262 2
12 3 50
12 17 1
12 18 48
12 46 42
12 53 25
12 101 9
12 123 25
12 129 16
12 143 43
12 149 50
12 162 30
12 185 26
12 206 50
12 223 31
12 240 26
12 250 8
12 264 43
12 268 12
12 285 4
12 293 28
12 303 8
12 312 40
12 317 39
13 4 29
13 6 29
13 56 16
13 66 3
13 68 10
13 106 29
13 118 19
13 150 2
13 166 26
13 178 19
13 195 26
13 205 2
13 277 20
13 299 50
14 1 50
14 13 40
14 17 7
14 23 49
14 29 34
14 35 30
14 40 40
14 48 11
14 53 21
14 58 27
14 71 35
14 129 12
14 161 33
14 178 22
14 195 7
14 198 11
14 201 8
14 205 7
14 256 35
14 267 40
14 284 10
14 294 35
14 297 49
14 319 10
15 30 13
15 34 44
15 51 16
15 60 21
15 64 24
15 96 20
15 145 41
15 148 29
15 161 6
15 173 2
15 184 25
15 186 10
15 247 20
15 253 16
15 255 36
15 273 36
15 283 36
15 315 6
15 319 38
16 2 37
16 6 1
16 8 32
16 67 40
16 72 41
16 99 50
16 109 15
16 123 40
16 132 5
16 140 11
16 154 4
16 164 24
16 172 30
16 203 39
16 220 13
16 223 47
16 239 13
16 247 23
16 279 7
16 287 20
16 296 29
16 307 26
16 317 6
17 25 30
17 34 50
17 37 47
17 49 18
17 54 23
17 70 48
17 103 43
17 124 49
17 137 44
17 180 39
17 183 41
17 201 36
17 214 12
17 227 22
17 255 36
17 257 14
17 263 2
17 265 47
17 275 20
17 278 35
17 279 31
17 295 37
17 309 35
17 313 42
18 17 43
18 19 9
18 23 46
18 39 47
18 76 37
18 115 35
18 122 50
18 127 29
18 173 47
18 189 25
18 193 10
18 211 14
18 227 6
18 234 28
18 245 34
18 251 26
18 267 22
18 307 37
18 309 20
18 319 32
19 8 33
19 27 15
19 28 19
19 63 12
19 82 8
19 106 14
19 116 8
19 119 11
19 141 39
19 148 17
19 159 45
19 160 10
19 182 28
19 198 40
19 226 37
19 235 46
19 240 48
19 242 16
19 243 13
19 256 23
19 274 47
19 280 22
19 282 1
19 284 30
19 304 19
20 52 14
20 53 27
20 54 11
20 61 38
20 90 12
20 95 47
20 97 35
20 114 22
20 118 24
20 140 33
20 176 27
20 191 30
20 216 7
20 266 40
20 267 2
20 287 10
20 293 33
20 298 47
21 2 49
21 4 32
21 9 18
21 26 21
21 39 13
21 66 21
21 67 35
21 80 13
21 87 32
21 88 17
21 91 9
21 125 26
21 129 10
21 200 28
21 214 26
21 221 17
21 227 18
21 244 33
22 10 33
22 13 2
22 28 19
22 40 19
22 46 41
22 48 16
22 49 31
22 73 32
22 91 46
22 103 45
22 105 44
22 118 17
22 130 47
22 132 35
22 145 47
22 146 27
22 166 19
22 177 7
22 205 9
22 210 10
22 243 7
22 246 44
22 261 20
22 269 22
22 293 8
22 302 15
23 7 35
23 16 16
23 48 34
23 87 34
23 115 14
23 139 17
23 140 3
23 163 44
23 179 44
23 188 35
23 200 50
23 204 43
23 208 48
23 226 48
23 242 12
23 247 8
23 252 3
23 275 6
23 286 31
23 288 32
23 291 29
23 319 45
24 29 23
24 46 17
24 68 32
24 75 24
24 76 41
24 84 2
24 87 43
24 100 20
24 120 11
24 160 23
24 214 18
24 233 9
24 236 31
24 244 41
24 250 3
24 271 46
24 281 4
24 308 21
24 318 26
25 5 7
25 13 5
25 15 50
25 21 48
25 37 31
25 50 42
25 102 31
25 129 6
25 177 29
25 182 14
25 209 25
25 217 4
25 234 41
25 236 4
25 273 22
25 283 10
25 293 29
25 312 12
26 24 32
26 35 1
26 43 13
26 48 11
26 68 28
26 107 45
26 140 27
26 166 14
26 171 13
26 182 16
26 184 33
26 216 36
26 217 45
26 233 50
26 276 21
26 311 16
27 56 37
27 61 35
27 71 7
27 180 48
27 183 38
27 206 43
27 217 25
27 234 40
27 235 12
27 249 5
27 265 42
27 266 34
27 272 48
27 279 5
27 286 40
27 288 9
27 294 35
27 302 39
27 303 32
27 306 11
27 307 20
28 6 17
28 15 26
28 16 33
28 19 8
28 32 28
28 41 14
28 42 19
28 47 14
28 49 41
28 51 50
28 64 44
28 78 49
28 94 40
28 111 43
28 136 24
28 148 30
28 150 36
28 173 11
28 223 4
28 226 50
28 229 17
28 240 47
28 282 8
28 292 18
28 303 50
28 310 35
28 314 42
29 10 4
29 23 44
29 32 43
29 59 22
29 75 6
29 82 27
29 97 38
29 123 34
29 133 9
29 145 6
29 170 13
29 174 30
29 178 19
29 188 46
29 196 36
29 201 6
29 219 36
29 242 23
29 251 17
29 283 30
29 286 38
29 315 23
29 316 46
30 5 20
30 12 19
30 14 40
30 38 12
30 52 27
30 65 38
30 88 35
30 101 7
30 102 15
30 111 27
30 116 35
30 118 49
30 139 20
30 151 10
30 159 6
30 198 49
30 214 39
30 216 50
30 228 50
30 244 42
30 269 25
30 277 9
30 312 8
31 14 7
31 21 22
31 45 1
31 65 26
31 76 9
31 87 6
31 92 15
31 96 22
31 97 17
31 105 43
31 110 9
31 141 24
31 154 46
31 168 35
31 180 47
31 188 21
31 233 23
31 247 8
31 250 47
31 273 9
31 293 9
31 299 30
31 301 22
31 307 35
31 310 47
31 318 36
32 21 20
32 35 22
32 66 38
32 80 25
32 89 42
32 108 17
32 147 40
32 150 23
32 163 6
32 167 33
32 189 6
32 193 12
32 203 50
32 206 22
32 243 20
32 249 46
32 264 37
32 272 29
32 283 7
32 296 48
32 299 45
32 308 50
32 311 26
32 317 3
33 35 4
33 43 40
33 45 20
33 54 2
33 67 31
33 93 41
33 94 42
33 95 12
33 101 2
33 102 12
33 116 40
33 124 12
33 131 42
33 132 15
33 168 34
33 170 45
33 194 11
33 212 27
33 220 47
33 234 19
33 287 31
33 291 15
33 294 34
33 311 22
33 317 47
34 15 5
34 29 9
34 40 45
34 57 25
34 112 44
34 135 40
34 198 5
34 202 10
34 206 38
34 211 38
34 212 20
34 219 21
34 251 8
34 266 38
34 275 15
34 277 14
34 278 39
34 291 28
35 5 1
35 22 22
35 56 46
35 120 48
35 132 43
35 149 17
35 204 18
35 224 14
35 230 41
35 231 5
35 236 11
35 273 15
35 276 21
35 285 15
36 31 48
36 41 29
36 65 43
36 79 46
36 90 44
36 116 49
36 135 15
36 150 5
36 166 28
36 167 22
36 173 2
36 185 4
36 210 21
36 214 7
36 216 8
36 221 4
36 230 14
36 237 46
36 254 34
36 256 36
36 270 8
36 283 38
36 301 44
36 302 44
36 303 4
36 308 27
36 311 41
37 13 31
37 32 19
37 38 9
37 40 37
37 48 36
37 64 31
37 72 5
37 78 2
37 95 16
37 97 14
37 104 39
37 145 7
37 148 18
37 160 29
37 167 18
37 191 32
37 228 43
37 257 24
37 262 4
37 272 47
37 281 5
38 49 32
38 54 19
38 64 12
38 71 20
38 79 28
38 144 50
38 195 37
38 198 1
38 207 39
38 220 40
38 231 43
38 235 7
38 259 42
38 272 21
38 275 24
38 279 22
38 298 13
38 301 24
38 307 37
39 1 39
39 14 4
39 30 14
39 74 8
39 102 15
39 114 27
39 140 41
39 142 15
39 152 26
39 154 23
39 158 26
39 173 23
39 189 14
39 197 39
39 219 9
39 220 49
39 230 35
39 236 24
39 273 17
39 276 49
39 319 2
40 11 39
40 20 23
40 25 20
40 50 29
40 51 1
40 105 28
40 151 26
40 159 30
40 192 7
40 201 13
40 261 8
40 281 27
40 294 18
41 2 13
41 6 2
41 23 14
41 26 2
41 65 2
41 73 40
41 108 2
41 138 36
41 139 6
41 144 49
41 166 21
41 174 23
41 223 17
41 232 36
41 256 10
41 262 15
41 267 18
41 279 25
41 292 22
41 298 45
42 21 39
42 70 33
42 93 23
42 115 2
42 125 11
42 134 31
42 136 44
42 152 10
42 160 21
42 173 37
42 178 24
42 183 30
42 192 28
42 198 29
42 207 21
42 208 20
42 213 46
42 235 29
42 241 18
42 254 48
42 278 7
42 292 48
42 296 11
43 3 11
43 10 48
43 23 34
43 37 13
43 40 49
43 65 7
43 77 50
43 80 21
43 101 27
43 116 3
43 143 44
43 169 17
43 171 13
43 176 47
43 197 5
43 202 19
43 206 39
43 209 49
43 244 16
43 250 24
43 260 25
43 275 25
44 5 34
44 8 36
44 10 14
44 26 13
44 32 14
44 51 19
44 53 31
44 57 4
44 60 45
44 73 31
44 88 4
44 131 9
44 138 30
44 149 34
44 150 42
44 151 28
44 152 30
44 169 20
44 183 30
44 184 30
44 212 37
44 231 12
44 234 7
44 269 30
44 271 9
44 300 37
44 314 8
44 315 24
44 317 17
45 8 20
45 33 9
45 35 23
45 46 37
45 68 40
45 90 2
45 91 35
45 107 50
45 112 16
45 131 38
45 143 21
45 158 24
45 185 32
45 228 8
45 229 33
45 233 14
45 246 32
45 247 13
45 264 17
46 13 37
46 14 14
46 22 28
46 31 14
46 44 26
46 55 18
46 59 10
46 66 26
46 88 10
46 102 25
46 146 46
46 168 32
46 206 37
46 222 18
46 228 38
46 236 50
46 239 36
46 265 17
46 267 25
46 270 24
46 313 45
47 0 8
47 16 34
47 52 21
47 68 3
47 82 14
47 124 24
47 139 20
47 142 36
47 145 24
47 164 49
47 215 26
47 243 38
47 248 35
47 250 14
47 270 22
47 279 26
48 13 23
48 22 14
48 24 20
48 28 43
48 33 18
48 47 16
48 58 35
48 67 45
48 74 10
48 77 36
48 88 31
48 91 39
48 119 49
48 122 4
48 125 25
48 133 9
48 154 19
48 166 27
48 168 40
48 172 19
48 180 37
48 202 24
48 215 23
48 222 4
48 232 33
48 236 4
48 251 34
48 259 17
48 288 8
48 293 50
48 303 6
49 26 28
49 27 7
49 47 44
49 53 5
49 56 33
49 59 30
49 60 20
49 61 18
49 85 32
49 94 38
49 112 43
49 124 34
49 151 9
49 162 8
49 163 26
49 180 36
49 256 22
49 264 4
49 269 29
49 279 26
49 281 19
50 65 8
50 89 40
50 95 40
50 106 46
50 118 36
50 122 22
50 153 50
50 165 34
50 173 18
50 210 1
50 215 39
50 233 26
50 311 27
51 2 4
51 21 16
51 30 19
51 134 13
51 140 44
51 145 26
51 155 30
51 174 5
51 190 27
51 192 9
51 200 39
51 232 44
51 243 45
51 261 45
51 293 40
51 319 32
52 19 42
52 21 50
52 55 19
52 103 33
52 127 16
52 136 12
52 150 24
52 192 7
52 195 41
52 209 49
52 223 4
52 235 1
52 252 38
52 253 3
52 271 7
52 277 24
53 4 10
53 31 26
53 46 15
53 64 15
53 65 42
53 69 2
53 71 6
53 107 40
53 108 48
53 116 23
53 117 9
53 121 40
53 154 37
53 166 14
53 177 44
53 190 36
53 208 49
53 212 3
53 219 7
53 246 26
53 258 16
53 259 12
53 261 8
53 307 9
54 22 29
54 33 21
54 35 2
54 42 29
54 44 3
54 45 23
54 94 13
54 109 38
54 110 46
54 117 47
54 142 33
54 146 23
54 149 15
54 151 31
54 192 25
54 205 33
54 229 40
54 231 13
54 243 37
54 261 20
54 267 39
54 270 35
54 287 14
54 292 50
54 307 8
55 11 24
55 74 48
55 93 8
55 109 14
55 117 14
55 141 24
55 162 33
55 183 19
55 191 13
55 199 24
55 207 4
55 214 23
55 226 4
55 236 44
55 249 18
55 273 29
55 297 36
55 303 34
55 306 43
56 1 35
56 24 32
56 41 33
56 52 42
56 59 47
56 60 33
56 68 7
56 101 43
56 104 14
56 106 46
56 111 3
56 113 20
56 136 43
56 153 38
56 166 38
56 174 36
56 178 20
56 208 28
56 258 22
56 260 12
56 303 49
56 314 2
57 4 4
57 12 50
57 30 4
57 32 16
57 79 25
57 81 27
57 132 50
57 159 20
57 187 36
57 202 18
57 214 1
57 259 17
57 266 30
57 288 12
57 289 12
57 298 42
57 312 7
58 9 13
58 27 6
58 30 44
58 50 46
58 56 45
58 94 47
58 131 8
58 138 3
58 150 12
58 161 18
58 176 45
58 183 24
58 185 27
58 194 21
58 232 16
58 244 24
58 256 24
58 258 10
58 288 32
59 12 39
59 26 10
59 29 30
59 38 2
59 48 15
59 53 9
59 82 47
59 87 36
59 101 1
59 126 31
59 132 17
59 138 11
59 153 29
59 164 46
59 169 48
59 178 10
59 212 49
59 227 20
59 252 3
59 257 3
59 287 18
59 312 41
60 7 23
60 37 28
60 46 13
60 54 36
60 55 5
60 57 19
60 76 35
60 78 39
60 92 34
60 100 42
60 113 40
60 115 10
60 117 31
60 140 6
60 157 15
60 182 24
60 216 10
60 245 14
60 250 25
60 307 35
61 34 29
61 91 18
61 99 9
61 108 28
61 111 11
61 134 46
61 137 31
61 143 37
61 152 25
61 155 21
61 188 33
61 195 36
61 247 47
61 252 26
61 308 18
62 88 22
62 104 39
62 109 28
62 113 9
62 115 17
62 141 36
62 144 9
62 168 7
62 170 29
62 189 13
62 202 11
62 208 48
62 212 37
62 223 18
62 235 24
62 248 47
62 261 40
62 273 28
62 287 6
62 319 25
63 1 10
63 30 1
63 31 22
63 45 1
63 79 11
63 83 46
63 115 35
63 128 18
63 134 33
63 147 46
63 161 12
63 173 25
63 191 5
63 198 12
63 216 35
63 226 47
63 247 9
63 249 47
63 253 44
63 258 19
63 261 14
63 278 17
63 284 45
63 297 32
63 303 15
63 318 16
64 23 45
64 47 39
64 55 37
64 60 15
64 65 2
64 79 33
64 90 50
64 133 32
64 162 17
64 171 29
64 175 28
64 212 41
64 238 23
64 253 7
64 265 11
64 286 43
64 319 48
65 8 41
65 45 1
65 60 34
65 75 37
65 98 50
65 99 21
65 102 10
65 107 28
65 112 30
65 122 37
65 146 21
65 157 14
65 165 14
65 177 25
65 190 15
65 200 30
65 208 19
65 217 37
65 218 19
65 239 19
65 276 10
65 292 35
66 23 39
66 31 12
66 53 8
66 56 31
66 58 19
66 79 36
66 101 4
66 110 44
66 120 1
66 127 15
66 220 29
66 223 29
66 243 43
66 251 9
66 260 32
66 281 15
66 298 30
66 309 22
67 18 31
67 26 41
67 33 9
67 50 43
67 51 41
67 142 27
67 160 3
67 170 4
67 175 18
67 178 49
67 220 14
67 253 37
67 259 39
67 298 25
67 312 22
68 21 27
68 38 47
68 59 14
68 78 48
68 91 46
68 152 47
68 198 3
68 203 44
68 206 22
68 208 9
68 222 20
68 279 2
68 307 32
68 309 22
68 313 26
69 12 48
69 17 3
69 25 44
69 91 14
69 142 19
69 161 45
69 181 41
69 204 7
69 210 40
69 219 48
69 237 33
69 250 8
69 278 25
69 289 39
70 8 39
70 19 18
70 34 16
70 37 34
70 127 35
70 128 1
70 129 43
70 132 1
70 136 7
70 151 36
70 171 29
70 204 22
70 255 50
70 263 34
70 307 17
70 313 37
71 2 43
71 30 39
71 90 14
71 98 14
71 99 43
71 100 48
71 133 45
71 141 38
71 148 7
71 155 45
71 186 46
71 205 38
71 226 33
71 248 30
71 253 20
71 266 6
71 294 32
71 310 47
72 10 32
72 37 31
72 63 29
72 78 12
72 100 45
72 121 26
72 153 28
72 167 1
72 176 29
72 180 40
72 185 36
72 231 36
72 251 48
72 275 18
72 284 49
72 296 49
72 313 20
73 11 40
73 31 19
73 51 12
73 56 48
73 82 47
73 93 22
73 100 8
73 105 45
73 150 1
73 164 47
73 207 49
73 208 22
73 220 14
73 226 26
73 231 35
73 239 49
73 241 4
73 242 27
73 264 29
73 305 29
73 309 19
74 22 14
74 50 2
74 60 38
74 63 12
74 98 14
74 136 37
74 166 11
74 168 7
74 187 19
74 218 45
74 235 7
74 236 46
74 268 37
74 273 1
75 5 7
75 12 14
75 39 11
75 47 2
75 76 33
75 96 45
75 104 3
75 105 32
75 114 39
75 120 39
75 142 31
75 146 24
75 148 35
75 171 14
75 177 25
75 188 23
75 195 46
75 208 7
75 222 29
75 247 14
75 248 37
75 308 30
75 310 12
76 9 20
76 23 18
76 32 21
76 50 1
76 55 9
76 56 30
76 62 20
76 71 11
76 77 20
76 82 16
76 125 47
76 130 14
76 138 8
76 140 40
76 156 8
76 199 45
76 201 8
76 216 6
76 217 17
76 264 35
76 273 35
76 276 17
76 291 40
76 294 46
76 299 15
76 303 49
77 19 3
77 39 45
77 45 12
77 55 35
77 81 34
77 89 33
77 116 33
77 120 31
77 145 25
77 155 21
77 166 32
77 201 7
77 226 20
77 229 9
77 265 12
77 282 27
77 290 34
77 295 47
77 297 35
77 309 10
77 312 3
77 315 5
77 317 4
78 5 22
78 7 11
78 31 38
78 39 2
78 94 24
78 120 40
78 146 7
78 151 36
78 166 2
78 187 23
78 189 9
78 218 2
78 224 48
78 243 45
78 254 42
78 261 35
78 263 26
78 264 15
78 278 41
78 305 42
78 308 16
78 317 37
79 6 4
79 19 20
79 50 29
79 67 40
79 70 15
79 87 35
79 97 47
79 102 13
79 131 22
79 152 32
79 155 50
79 170 17
79 196 41
79 197 8
79 205 36
79 236 35
79 249 27
79 251 32
79 278 15
79 308 17
80 20 24
80 88 33
80 104 49
80 118 33
80 133 3
80 144 38
80 157 42
80 159 20
80 172 11
80 184 44
80 185 17
80 211 33
80 235 20
80 256 37
80 314 17
80 317 24
81 2 37
81 5 44
81 18 5
81 36 22
81 96 47
81 97 5
81 160 43
81 182 25
81 185 37
81 200 35
81 202 20
81 208 43
81 234 11
81 237 12
81 245 1
81 249 2
81 260 18
81 263 8
81 271 42
81 295 9
82 3 46
82 7 6
82 30 39
82 45 17
82 52 24
82 92 41
82 113 2
82 117 3
82 147 3
82 154 27
82 160 44
82 174 43
82 196 29
82 197 44
82 284 12
82 311 10
82 315 3
83 14 37
83 22 23
83 31 49
83 61 2
83 70 23
83 89 5
83 93 26
83 135 22
83 154 18
83 179 48
83 190 33
83 200 42
83 207 4
83 213 48
83 292 29
83 294 37
83 295 46
83 297 16
83 319 48
84 3 7
84 43 2
84 44 12
84 87 40
84 111 43
84 113 43
84 137 21
84 139 16
84 150 7
84 173 49
84 174 37
84 219 29
84 258 27
84 259 1
84 264 17
84 272 12
84 278 33
84 292 41
84 308 5
84 310 6
85 28 6
85 35 45
85 65 4
85 88 32
85 116 33
85 123 5
85 131 5
85 144 47
85 151 8
85 156 39
85 167 49
85 198 2
85 218 13
85 231 33
85 233 13
85 234 43
86 10 8
86 17 27
86 18 33
86 32 14
86 44 4
86 82 46
86 87 3
86 106 15
86 108 42
86 113 12
86 129 35
86 135 38
86 154 42
86 161 39
86 169 24
86 198 48
86 203 4
86 263 16
86 265 15
86 281 49
86 293 1
86 300 49
86 309 5
86 312 5
86 313 50
87 10 20
87 23 48
87 28 38
87 43 32
87 72 29
87 74 37
87 78 4
87 124 49
87 130 16
87 136 16
87 141 20
87 155 44
87 160 28
87 175 28
87 199 15
87 216 7
87 225 41
87 231 29
87 260 20
87 264 6
88 2 28
88 6 5
88 35 30
88 39 39
88 64 40
88 67 2
88 86 34
88 107 50
88 110 39
88 113 29
88 134 37
88 146 50
88 166 8
88 181 35
88 185 12
88 238 42
88 242 13
88 250 8
88 251 28
88 252 38
88 291 48
89 12 12
89 28 6
89 40 46
89 52 10
89 92 42
89 106 40
89 113 42
89 145 31
89 146 19
89 181 13
89 184 46
89 185 37
89 187 24
89 201 49
89 205 39
89 215 43
89 235 7
89 243 26
89 274 2
89 283 47
89 302 2
90 1 5
90 39 30
90 42 48
90 44 39
90 45 8
90 91 31
90 93 39
90 106 18
90 109 43
90 120 21
90 134 13
90 135 6
90 138 37
90 150 43
90 153 26
90 180 2
90 188 36
90 189 33
90 210 19
90 219 36
90 239 44
90 264 30
90 269 36
90 288 7
90 313 35
91 26 33
91 36 40
91 37 12
91 45 39
91 68 23
91 69 39
91 84 18
91 120 9
91 140 34
91 147 26
91 158 20
91 160 9
91 181 19
91 195 44
91 245 48
91 248 20
91 252 24
92 28 33
92 43 18
92 64 24
92 65 46
92 72 5
92 107 30
92 122 40
92 148 8
92 149 26
92 159 8
92 184 6
92 227 50
92 236 25
92 266 22
92 278 28
92 291 14
92 294 13
92 298 42
92 300 43
92 311 8
92 312 49
93 3 24
93 16 43
93 81 43
93 84 36
93 85 8
93 111 29
93 132 11
93 141 38
93 146 20
93 164 6
93 165 41
93 169 39
93 170 30
93 171 35
93 222 24
93 282 42
93 283 38
93 284 22
93 288 44
93 300 36
93 310 6
93 314 50
94 26 8
94 68 16
94 99 2
94 108 49
94 129 36
94 137 20
94 153 31
94 170 38
94 181 4
94 265 42
94 267 16
94 275 49
94 286 26
94 299 49
94 312 26
95 7 37
95 22 23
95 130 29
95 165 20
95 187 15
95 189 48
95 230 14
95 245 27
95 247 14
95 307 31
96 8 37
96 11 36
96 17 12
96 19 30
96 40 40
96 59 2
96 77 6
96 93 17
96 117 38
96 142 20
96 171 3
96 202 34
96 241 1
96 259 36
96 266 39
96 281 7
96 287 8
96 295 16
97 5 25
97 8 25
97 9 35
97 42 1
97 47 11
97 59 50
97 80 19
97 86 23
97 121 26
97 135 43
97 138 23
97 140 8
97 188 43
97 190 49
97 199 31
97 221 1
97 235 2
97 237 11
97 246 21
97 267 34
97 268 5
97 280 48
97 299 37
97 304 2
97 314 1
98 50 9
98 61 30
98 71 34
98 103 43
98 111 15
98 127 20
98 135 37
98 145 47
98 147 45
98 152 50
98 180 48
98 189 27
98 201 42
98 223 40
98 229 33
98 231 19
98 238 17
98 251 10
98 262 19
98 277 44
98 308 9
98 313 41
98 314 19
99 14 13
99 18 15
99 35 18
99 77 17
99 86 10
99 96 32
99 124 22
99 132 10
99 146 12
99 147 3
99 151 22
99 163 45
99 178 15
99 180 3
99 217 29
99 219 21
99 259 39
99 264 22
99 301 23
99 305 20
99 307 8
99 311 5
100 14 2
100 41 30
100 42 36
100 58 29
100 59 44
100 67 24
100 73 49
100 133 3
100 138 25
100 210 14
100 211 22
100 227 30
100 241 44
100 243 26
100 268 23
100 293 27
101 1 18
101 11 47
101 28 32
101 45 37
101 54 50
101 84 21
101 138 40
101 148 50
101 170 33
101 177 7
101 247 49
101 272 6
102 26 45
102 29 39
102 55 41
102 69 14
102 77 33
102 116 2
102 167 43
102 204 7
102 207 48
102 212 23
102 225 1
102 230 2
102 232 32
102 266 21
102 274 24
102 275 43
102 315 13
102 316 43
102 319 31
103 4 50
103 30 29
103 33 48
103 41 40
103 50 23
103 84 16
103 90 12
103 108 9
103 110 2
103 116 32
103 117 43
103 140 12
103 164 4
103 189 39
103 204 9
103 206 50
103 213 18
103 231 2
103 235 6
103 243 46
103 250 24
103 260 5
103 266 46
103 272 44
103 283 36
103 286 5
103 291 26
104 8 24
104 13 23
104 17 24
104 23 41
104 27 12
104 42 19
104 44 46
104 53 46
104 57 33
104 58 11
104 66 44
104 82 50
104 87 39
104 91 35
104 96 11
104 117 16
104 123 32
104 124 28
104 127 17
104 134 22
104 152 7
104 160 9
104 201 31
104 204 34
104 223 5
104 250 25
104 261 4
104 300 14
104 305 43
104 307 23
104 311 24
105 3 49
105 11 21
105 24 37
105 28 15
105 45 22
105 47 11
105 49 48
105 65 46
105 80 7
105 82 26
105 91 4
105 107 33
105 128 15
105 140 36
105 171 41
105 174 4
105 184 8
105 195 15
105 198 11
105 206 31
105 219 12
105 232 41
105 240 24
105 276 10
105 278 35
105 313 3
106 22 1
106 45 6
106 49 20
106 51 25
106 81 49
106 85 25
106 107 9
106 131 28
106 150 16
106 153 48
106 181 41
106 190 21
106 226 29
106 253 47
106 263 18
106 275 17
106 277 40
106 278 31
106 285 1
106 288 3
106 313 18
107 26 46
107 53 1
107 70 41
107 75 45
107 122 43
107 146 17
107 172 49
107 173 7
107 183 7
107 196 4
107 206 28
107 211 30
107 217 40
107 219 19
107 235 35
107 249 20
107 266 16
107 269 7
107 297 39
107 310 1
107 312 20
107 317 5
108 38 47
108 39 22
108 94 3
108 110 10
108 112 17
108 118 43
108 123 49
108 170 50
108 176 12
108 183 4
108 202 37
108 210 22
108 211 19
108 214 28
108 224 26
108 230 36
108 244 47
108 255 5
108 278 43
108 284 33
108 296 24
108 317 49
109 17 1
109 18 40
109 101 9
109 130 34
109 134 10
109 144 28
109 161 24
109 182 37
109 204 30
109 233 36
109 249 43
109 270 42
109 300 9
109 316 32
110 2 3
110 8 10
110 43 38
110 55 10
110 77 4
110 84 36
110 90 23
110 117 36
110 141 42
110 150 26
110 158 13
110 170 31
110 179 27
110 224 7
110 236 46
110 246 2
110 247 8
110 252 44
110 258 39
110 270 42
110 275 9
110 286 23
110 295 10
110 308 40
111 53 3
111 70 12
111 93 4
111 119 28
111 131 19
111 149 37
111 155 32
111 159 15
111 201 2
111 217 40
111 218 45
111 221 13
111 237 41
111 242 16
111 253 45
111 267 38
111 289 6
111 308 5
111 314 42
112 32 18
112 37 44
112 57 46
112 91 1
112 170 4
112 188 27
112 190 13
112 197 40
112 239 17
112 246 20
112 278 7
112 301 35
113 1 34
113 6 27
113 25 33
113 48 36
113 53 4
113 112 14
113 115 13
113 169 24
113 175 50
113 176 27
113 185 39
113 222 35
113 230 34
113 234 14
113 245 50
113 259 29
113 274 33
114 7 46
114 9 22
114 26 18
114 40 31
114 46 20
114 58 18
114 76 28
114 80 46
114 87 19
114 138 19
114 152 25
114 171 13
114 223 11
114 237 36
114 265 25
114 266 14
114 268 17
114 275 20
114 276 27
114 281 24
114 319 32
115 5 43
115 65 3
115 83 23
115 85 11
115 99 32
115 105 39
115 162 24
115 181 48
115 196 2
115 231 7
115 269 21
