90 2005
3 79 5
3 80 44
3 85 21
3 86 33
3 87 32
3 89 38
4 6 30
4 7 45
4 8 10
4 12 32
4 13 2
4 14 46
4 15 44
4 16 8
4 18 15
4 19 47
4 20 38
4 25 49
4 27 29
4 28 44
4 29 46
4 32 30
4 33 15
4 36 38
4 37 40
4 40 28
4 41 50
4 42 44
4 43 15
4 45 40
4 48 2
4 53 12
4 55 47
4 56 39
4 59 21
4 60 7
4 64 16
4 69 40
4 70 39
4 74 39
4 75 35
4 76 19
4 83 3
4 84 12
4 86 7
4 87 32
5 6 5
5 7 8
5 10 40
5 15 29
5 17 42
5 23 47
5 24 48
5 26 16
5 27 7
5 28 23
5 29 9
5 30 5
5 34 37
5 35 14
5 37 34
5 38 7
5 39 23
5 42 20
5 43 37
5 46 38
5 48 11
5 50 13
5 51 31
5 54 26
5 56 26
5 57 10
5 58 9
5 61 37
5 62 6
5 63 13
5 65 3
5 68 32
5 69 23
5 70 2
5 75 15
5 78 31
5 79 36
5 80 31
5 84 39
5 86 12
5 87 12
5 88 5
6 8 5
6 9 34
6 11 21
6 12 20
6 13 3
6 14 43
6 17 16
6 24 35
6 25 22
6 26 1
6 27 25
6 29 41
6 30 4
6 31 3
6 32 16
6 33 32
6 39 2
6 40 27
6 43 19
6 45 29
6 46 11
6 49 24
6 50 42
6 52 42
6 53 24
6 57 22
6 58 34
6 59 12
6 60 28
6 64 5
6 65 4
6 67 42
6 68 35
6 70 20
6 75 7
6 77 5
6 78 14
6 79 30
6 81 44
6 82 17
6 84 5
6 86 29
6 89 8
7 8 21
7 9 4
7 10 14
7 13 10
7 14 25
7 17 16
7 23 21
7 27 50
7 32 15
7 35 18
7 40 9
7 42 29
7 43 14
7 48 17
7 49 34
7 51 23
7 52 15
7 55 14
7 58 15
7 61 9
7 62 24
7 63 9
7 66 50
7 71 44
7 72 27
7 73 37
7 74 37
7 75 42
7 77 4
7 78 1
7 79 17
7 80 19
7 81 39
7 82 21
7 83 12
7 84 30
7 85 37
7 86 37
7 88 14
7 89 21
8 10 46
8 12 17
8 13 36
8 14 3
8 17 38
8 18 39
8 22 22
8 24 7
8 25 9
8 27 42
8 28 39
8 29 46
8 31 33
8 36 32
8 37 21
8 38 46
8 39 34
8 46 41
8 47 20
8 48 16
8 53 26
8 55 12
8 58 26
8 60 17
8 61 40
8 62 36
8 64 18
8 65 16
8 68 46
8 69 5
8 70 43
8 71 37
8 73 6
8 76 43
8 77 2
8 81 50
8 83 37
8 85 50
8 86 2
8 88 3
8 89 39
9 12 3
9 16 13
9 18 23
9 21 14
9 22 41
9 23 10
9 24 14
9 27 45
9 29 2
9 30 12
9 32 30
9 33 39
9 35 49
9 37 13
9 38 44
9 41 19
9 42 1
9 44 41
9 45 31
9 47 45
9 50 30
9 51 9
9 52 12
9 60 36
9 61 42
9 64 37
9 69 33
9 71 48
9 74 38
9 76 21
9 77 3
9 78 35
9 82 46
9 83 28
9 85 50
9 88 44
10 11 44
10 12 35
10 13 11
10 14 31
10 15 43
10 17 46
10 18 50
10 20 37
10 23 14
10 24 9
10 26 34
10 27 13
10 30 31
10 35 16
10 36 28
10 37 18
10 40 23
10 45 34
10 48 8
10 49 13
10 50 37
10 51 42
10 52 17
10 53 4
10 59 6
10 60 11
10 61 30
10 64 42
10 65 46
10 67 30
10 68 37
10 69 32
10 71 33
10 72 23
10 74 10
10 75 2
10 77 39
10 78 15
10 81 17
10 82 18
10 83 27
10 84 5
10 85 15
10 87 48
10 88 7
11 12 10
11 14 41
11 19 40
11 25 2
11 26 13
11 27 47
11 29 29
11 34 50
11 36 35
11 38 13
11 39 22
11 40 27
11 41 50
11 45 48
11 47 46
11 48 47
11 49 12
11 50 17
11 54 19
11 55 16
11 56 34
11 58 7
11 59 44
11 61 13
11 62 47
11 67 14
11 68 42
11 72 8
11 74 39
11 78 14
11 79 34
11 83 42
11 85 17
11 86 39
11 88 23
12 14 3
12 15 32
12 18 42
12 19 15
12 20 39
12 22 11
12 25 17
12 27 20
12 28 24
12 30 37
12 31 16
12 33 24
12 34 4
12 35 10
12 36 31
12 39 35
12 41 38
12 42 26
12 45 5
12 47 26
12 50 31
12 52 21
12 55 38
12 58 35
12 59 2
12 65 22
12 67 9
12 68 30
12 69 41
12 70 22
12 71 36
12 72 6
12 73 49
12 76 34
12 77 18
12 78 37
12 81 36
12 82 30
12 83 3
12 88 33
12 89 20
13 14 20
13 15 38
13 17 17
13 21 26
13 22 36
13 27 14
13 28 39
13 32 11
13 33 22
13 35 40
13 37 12
13 41 32
13 43 2
13 44 23
13 46 19
13 47 35
13 50 1
13 54 6
13 55 14
13 56 12
13 58 40
13 61 3
13 63 15
13 64 50
13 66 23
13 67 16
13 68 34
13 70 27
13 71 14
13 74 17
13 75 40
13 76 33
13 84 18
13 87 30
13 89 39
14 15 8
14 16 18
14 22 15
14 23 7
14 24 50
14 27 41
14 28 39
14 29 1
14 32 41
14 33 2
14 34 22
14 38 29
14 39 44
14 40 39
14 44 48
14 47 6
14 49 42
14 52 14
14 53 28
14 54 21
14 57 40
14 64 21
14 67 30
14 69 39
14 72 45
14 73 32
14 74 20
14 75 27
14 77 45
14 78 29
14 81 30
14 83 22
14 89 20
15 18 8
15 19 49
15 21 7
15 23 37
15 24 36
15 25 33
15 26 31
15 27 13
15 30 29
15 31 19
15 34 21
15 43 39
15 47 28
15 48 29
15 49 16
15 50 9
15 55 22
15 56 45
15 61 33
15 62 7
15 65 44
15 67 9
15 70 48
15 71 24
15 72 20
15 73 8
15 76 34
15 78 18
15 79 20
15 80 34
15 81 29
15 85 11
15 86 5
15 88 13
16 17 47
16 18 50
16 19 16
16 23 19
16 24 8
16 29 2
16 31 27
16 33 29
16 35 18
16 36 10
16 37 36
16 38 1
16 39 34
16 42 44
16 44 19
16 45 25
16 47 30
16 49 2
16 50 44
16 53 25
16 54 20
16 55 36
16 58 19
16 62 38
16 63 4
16 64 42
16 65 7
16 67 39
16 74 35
16 75 33
16 78 13
16 84 12
16 86 33
16 87 50
17 18 17
17 22 15
17 23 16
17 25 47
17 26 13
17 28 36
17 29 34
17 31 45
17 33 13
17 37 8
17 38 20
17 39 16
17 43 30
17 44 5
17 48 20
17 51 25
17 54 21
17 57 49
17 58 33
17 61 24
17 62 34
17 64 32
17 68 32
17 69 6
17 72 23
17 74 37
17 75 33
17 78 17
17 84 1
17 85 27
17 86 36
17 87 18
17 88 42
18 20 48
18 23 46
18 25 39
18 26 47
18 27 26
18 32 25
18 33 12
18 34 45
18 35 23
18 38 40
18 39 21
18 40 17
18 42 23
18 44 6
18 46 46
18 49 6
18 51 19
18 52 3
18 55 38
18 56 1
18 59 16
18 60 48
18 62 16
18 63 11
18 65 4
18 74 2
18 75 10
18 76 24
18 77 44
18 78 25
18 79 43
18 83 20
18 85 29
18 86 31
18 88 20
19 21 32
19 23 47
19 24 15
19 25 47
19 26 9
19 27 41
19 30 20
19 33 44
19 37 35
19 39 48
19 40 33
19 42 47
19 43 24
19 44 13
19 45 19
19 46 10
19 48 30
19 49 12
19 50 45
19 51 2
19 55 6
19 56 50
19 57 27
19 59 36
19 60 23
19 63 39
19 66 18
19 67 15
19 68 49
19 71 19
19 72 43
19 73 10
19 74 27
19 75 41
19 76 11
19 78 14
19 79 49
19 81 21
19 82 40
19 83 37
19 85 49
19 86 38
19 87 29
19 89 42
20 21 48
20 22 39
20 24 24
20 25 1
20 27 45
20 28 43
20 34 14
20 35 36
20 36 15
20 37 35
20 40 9
20 41 7
20 42 38
20 45 49
20 47 45
20 49 50
20 50 3
20 53 45
20 57 47
20 59 29
20 60 48
20 63 49
20 64 49
20 65 6
20 66 1
20 67 6
20 68 41
20 69 16
20 70 1
20 72 8
20 74 19
20 79 38
20 80 50
20 81 40
20 82 7
20 84 10
20 85 50
20 86 40
20 88 12
21 22 41
21 29 29
21 32 16
21 35 9
21 37 19
21 38 43
21 43 46
21 44 49
21 46 38
21 47 41
21 48 36
21 49 23
21 52 15
21 53 9
21 55 14
21 56 47
21 58 49
21 61 32
21 62 39
21 65 16
21 68 2
21 69 14
21 70 25
21 71 22
21 72 6
21 73 42
21 74 26
21 75 5
21 76 17
21 79 29
21 83 43
21 87 36
21 89 35
22 23 1
22 24 16
22 26 11
22 27 27
22 29 41
22 30 39
22 35 16
22 36 10
22 38 49
22 39 41
22 40 11
22 41 31
22 43 11
22 44 13
22 47 20
22 51 12
22 53 30
22 54 11
22 55 41
22 56 49
22 59 24
22 60 43
22 62 45
22 64 45
22 65 32
22 66 22
22 67 31
22 68 2
22 70 18
22 71 30
22 72 50
22 73 27
22 76 11
22 78 32
22 79 26
22 80 3
22 81 3
22 82 13
22 86 34
22 87 34
22 88 9
23 24 49
23 26 36
23 27 14
23 28 48
23 29 49
23 30 5
23 31 36
23 32 33
23 33 28
23 34 45
23 35 12
23 36 4
23 38 50
23 41 12
23 42 27
23 43 21
23 44 9
23 46 43
23 47 18
23 49 45
23 51 15
23 53 48
23 54 6
23 56 38
23 58 25
23 61 48
23 62 35
23 63 32
23 67 42
23 68 5
23 69 35
23 71 33
23 75 38
23 77 14
23 78 8
23 80 17
23 86 4
24 25 42
24 28 7
24 29 2
24 33 29
24 34 7
24 38 49
24 42 14
24 43 14
24 44 47
24 47 50
24 50 3
24 51 32
24 52 31
24 54 19
24 56 5
24 57 48
24 60 34
24 61 4
24 62 12
24 65 47
24 66 25
24 67 30
24 68 36
24 69 24
24 72 40
24 75 1
24 76 45
24 79 1
24 82 37
24 84 6
24 85 44
24 89 33
25 30 43
25 31 34
25 32 13
25 34 15
25 38 29
25 41 2
25 44 4
25 46 41
25 49 3
25 50 44
25 51 12
25 52 2
25 56 48
25 57 44
25 61 34
25 64 12
25 65 38
25 66 27
25 68 22
25 69 3
25 70 19
25 71 4
25 73 7
25 74 31
25 75 35
25 81 5
25 82 20
25 84 11
25 86 47
25 88 16
25 89 9
26 27 11
26 29 1
26 31 14
26 32 37
26 34 15
26 37 14
26 41 10
26 43 48
26 44 31
26 46 44
26 48 11
26 50 10
26 52 39
26 54 13
26 56 50
26 57 4
26 59 28
26 60 42
26 61 6
26 63 34
26 64 20
26 66 24
26 68 40
26 71 29
26 72 32
26 76 30
26 77 5
26 78 50
26 80 34
26 81 34
26 83 22
26 86 37
26 87 49
27 29 7
27 31 36
27 34 7
27 41 10
27 42 16
27 44 9
27 47 17
27 48 6
27 50 33
27 51 49
27 53 32
27 54 1
27 55 10
27 56 10
27 57 20
27 58 3
27 59 31
27 61 43
27 64 21
27 66 32
27 70 23
27 72 42
27 75 27
27 76 42
27 77 28
27 80 23
27 81 40
27 85 3
27 87 9
27 88 10
27 89 48
28 29 38
28 30 20
28 31 4
28 33 16
28 34 26
28 35 36
28 37 28
28 39 34
28 40 24
28 43 7
28 44 22
28 46 28
28 48 7
28 49 27
28 50 36
28 51 14
28 52 6
28 53 46
28 57 47
28 58 30
28 60 4
28 62 1
28 64 40
28 65 29
28 67 50
28 68 35
28 69 32
28 70 25
28 71 50
28 75 36
28 76 46
28 79 35
28 80 48
28 81 40
28 87 36
28 88 45
29 30 10
29 31 16
29 32 20
29 33 8
29 37 40
29 38 5
29 39 33
29 41 30
29 42 7
29 46 18
29 48 27
29 54 30
29 55 23
29 56 25
29 57 12
29 59 21
29 60 36
29 61 46
29 64 40
29 66 42
29 69 32
29 71 27
29 72 3
29 74 16
29 78 46
29 79 4
29 84 1
29 86 12
29 88 36
30 32 46
30 33 20
30 34 2
30 35 15
30 36 46
30 37 45
30 38 12
30 39 48
30 40 44
30 44 8
30 45 5
30 46 20
30 48 49
30 49 36
30 50 23
30 52 39
30 53 35
30 55 49
30 57 12
30 60 44
30 62 33
30 63 11
30 64 2
30 65 3
30 66 42
30 68 39
30 73 3
30 74 26
30 75 14
30 76 20
30 78 49
30 83 40
30 85 37
30 86 47
31 32 7
31 37 37
31 38 6
31 39 30
31 40 7
31 42 17
31 43 41
31 44 19
31 48 32
31 51 27
31 53 27
31 57 23
31 59 17
31 62 3
31 63 32
31 66 43
31 69 30
31 70 1
31 72 37
31 73 15
31 74 23
31 75 7
31 77 50
31 79 23
31 80 17
31 84 38
31 85 9
31 86 14
32 33 29
32 35 20
32 36 32
32 42 45
32 43 29
32 44 39
32 46 36
32 48 30
32 49 28
32 54 7
32 57 32
32 58 17
32 59 29
32 62 33
32 63 35
32 65 3
32 66 13
32 67 18
32 71 11
32 72 38
32 73 33
32 74 42
32 76 42
32 77 46
32 79 46
32 80 42
32 83 8
32 85 42
33 34 2
33 35 10
33 38 28
33 40 22
33 41 45
33 42 26
33 45 13
33 46 36
33 48 33
33 56 46
33 58 11
33 62 27
33 63 30
33 65 22
33 66 33
33 67 12
33 73 10
33 78 23
33 80 5
33 81 12
33 85 11
33 86 34
33 87 37
33 88 41
33 89 16
34 36 34
34 40 41
34 41 18
34 42 8
34 45 17
34 49 1
34 50 28
34 51 23
34 53 18
34 55 17
34 56 41
34 57 19
34 58 5
34 60 25
34 67 5
34 69 31
34 70 13
34 74 25
34 77 14
34 79 44
34 82 29
34 83 15
34 85 40
34 87 24
35 36 21
35 38 1
35 39 33
35 40 31
35 43 2
35 45 12
35 47 46
35 51 14
35 53 3
35 54 46
35 57 25
35 58 31
35 59 18
35 60 38
35 61 48
35 62 22
35 63 29
35 68 48
35 69 27
35 72 30
35 73 19
35 74 13
35 75 2
35 76 37
35 78 45
35 82 14
35 85 29
35 86 6
35 89 44
36 37 7
36 38 9
36 39 22
36 42 44
36 44 23
36 46 41
36 47 5
36 48 39
36 49 12
36 51 6
36 52 1
36 53 15
36 54 32
36 55 17
36 57 8
36 58 29
36 59 43
36 60 20
36 61 35
36 63 37
36 64 37
36 66 3
36 69 14
36 71 8
36 74 22
36 76 45
36 78 42
36 83 44
36 84 36
36 86 8
36 87 13
36 89 48
37 44 37
37 45 12
37 47 25
37 48 46
37 49 12
37 51 15
37 54 4
37 57 44
37 62 12
37 63 18
37 64 50
37 65 49
37 66 38
37 70 2
37 74 37
37 81 19
37 83 42
37 84 9
37 86 7
37 87 25
37 88 19
37 89 43
38 39 9
38 42 11
38 43 2
38 44 8
38 45 19
38 46 37
38 47 20
38 48 50
38 50 45
38 51 14
38 54 17
38 58 1
38 61 27
38 62 44
38 65 36
38 66 3
38 68 35
38 69 14
38 73 21
38 75 37
38 78 20
38 81 37
38 82 44
38 83 7
38 84 34
38 87 49
38 88 43
38 89 18
39 41 33
39 42 46
39 44 46
39 47 28
39 48 22
39 51 50
39 53 38
39 54 30
39 55 48
39 57 38
39 59 29
39 61 6
39 69 12
39 70 32
39 72 14
39 78 1
39 79 20
39 80 46
39 83 14
39 84 13
39 85 39
40 41 50
40 46 2
40 47 26
40 48 2
40 49 21
40 50 28
40 51 18
40 52 8
40 53 22
40 54 36
40 55 48
40 59 39
40 60 39
40 61 18
40 62 10
40 63 42
40 66 3
40 67 3
40 69 38
40 70 14
40 71 9
40 73 40
40 75 40
40 76 36
40 77 21
40 79 14
40 81 8
40 89 45
41 42 46
41 45 5
41 47 11
41 48 43
41 52 12
41 54 44
41 55 46
41 61 39
41 65 47
41 67 37
41 68 17
41 69 17
41 76 27
41 78 45
41 80 5
41 81 32
41 82 32
41 83 40
41 86 26
42 45 15
42 46 13
42 47 40
42 50 23
42 51 34
42 52 5
42 53 44
42 55 17
42 56 44
42 57 14
42 58 30
42 59 23
42 60 30
42 66 43
42 67 29
42 68 48
42 69 9
42 70 26
42 72 12
42 73 10
42 75 17
42 78 14
42 79 3
42 87 30
42 88 25
43 45 34
43 46 37
43 47 48
43 48 1
43 50 3
43 51 41
43 54 26
43 61 11
43 63 37
43 64 6
43 65 24
43 68 6
43 69 30
43 70 33
43 71 12
43 74 16
43 76 1
43 79 15
43 81 42
43 83 22
43 84 5
43 85 25
43 86 6
43 87 29
43 88 49
43 89 28
44 45 49
44 49 29
44 50 10
44 51 10
44 55 50
44 57 44
44 58 28
44 61 44
44 63 48
44 64 5
44 65 16
44 68 16
44 69 45
44 72 2
44 73 42
44 74 28
44 80 50
44 81 4
44 84 14
44 85 36
44 87 47
44 89 36
45 46 24
45 47 30
45 48 43
45 52 14
45 53 32
45 58 38
45 61 28
45 63 32
45 64 39
45 66 49
45 69 24
45 71 25
45 72 9
45 74 2
45 75 6
45 76 35
45 77 41
45 79 1
45 81 22
45 83 42
45 84 4
45 85 45
45 86 25
45 88 7
45 89 44
46 51 49
46 54 7
46 56 33
46 57 45
46 58 6
46 62 39
46 63 34
46 64 16
46 65 11
46 66 19
46 67 30
46 68 3
46 71 46
46 72 41
46 74 6
46 75 13
46 76 32
46 79 27
46 80 39
46 81 19
46 82 23
46 83 42
46 89 33
47 50 26
47 52 41
47 53 6
47 56 47
47 58 43
47 59 27
47 61 16
47 62 10
47 64 33
47 65 23
47 67 42
47 69 8
47 71 34
47 76 45
47 77 6
47 78 6
47 79 44
47 80 22
47 81 1
47 82 22
47 84 26
47 87 43
47 88 50
47 89 21
48 51 27
48 52 12
48 53 42
48 54 46
48 58 33
48 59 18
48 60 15
48 65 49
48 68 50
48 69 30
48 73 3
48 79 26
48 80 10
48 82 21
48 85 16
48 89 34
49 50 23
49 52 45
49 56 19
49 58 48
49 60 9
49 64 2
49 65 10
49 66 7
49 72 50
49 75 28
49 76 14
49 84 21
49 85 16
49 88 14
50 52 35
50 54 2
50 55 48
50 56 31
50 66 27
50 70 16
50 71 12
50 72 39
50 74 36
50 75 35
50 76 4
50 79 4
50 82 25
50 83 37
50 85 2
50 88 41
51 56 46
51 57 31
51 58 36
51 61 18
51 63 15
51 68 31
51 71 27
51 72 41
51 74 8
51 79 28
51 80 8
51 81 21
51 86 18
52 54 45
52 56 17
52 57 33
52 58 43
52 62 34
52 63 22
52 64 22
52 65 19
52 69 17
52 70 36
52 71 49
52 73 14
52 76 26
52 77 6
52 79 19
52 80 20
52 81 10
52 82 12
52 85 43
52 86 42
52 87 34
53 55 35
53 56 23
53 57 5
53 58 45
53 59 4
53 60 11
53 65 38
53 66 6
53 68 20
53 69 50
53 71 18
53 72 41
53 73 28
53 75 47
53 77 42
53 79 4
53 80 41
53 84 47
53 85 47
54 55 27
54 63 23
54 67 26
54 69 21
54 70 8
54 71 32
54 72 48
54 73 8
54 75 2
54 76 13
54 77 46
54 78 24
54 79 49
54 80 47
54 82 47
54 84 15
54 85 38
54 86 19
54 87 49
54 89 5
55 57 15
55 58 47
55 60 46
55 61 27
55 64 27
55 67 26
55 68 48
55 69 19
55 73 45
55 74 43
55 77 24
55 79 24
55 82 39
55 85 32
55 86 1
55 88 3
55 89 31
56 57 9
56 58 47
56 61 30
56 62 14
56 63 47
56 65 48
56 66 19
56 70 33
56 73 3
56 78 50
56 81 26
56 82 31
56 83 33
56 85 1
56 86 16
56 88 17
57 59 21
57 60 32
57 61 15
57 66 42
57 69 17
57 70 18
57 72 46
57 73 35
57 74 44
57 75 33
57 76 21
57 77 14
57 80 5
57 81 47
57 82 14
57 83 17
57 84 32
57 89 43
58 59 9
58 60 19
58 62 48
58 63 19
58 64 11
58 65 39
58 68 12
58 70 17
58 71 28
58 72 33
58 75 46
58 79 22
58 82 5
58 83 40
58 84 46
58 87 50
58 88 21
59 65 8
59 72 34
59 74 14
59 75 38
59 79 35
59 81 36
59 84 14
59 86 28
59 88 20
60 61 17
60 62 45
60 63 18
60 65 49
60 66 44
60 67 11
60 68 16
60 69 19
60 72 45
60 77 30
60 81 24
60 85 41
60 86 30
60 88 21
60 89 46
61 64 43
61 66 27
61 69 31
61 74 4
61 76 4
61 79 6
61 81 50
61 84 27
61 85 4
61 86 28
61 87 40
61 88 17
61 89 16
62 63 40
62 65 21
62 66 18
62 68 22
62 69 2
62 71 31
62 76 49
62 77 22
62 78 15
62 81 27
62 82 41
62 87 15
62 89 25
63 64 9
63 66 38
63 69 2
63 70 36
63 72 21
63 75 4
63 77 38
63 79 16
63 80 19
63 81 14
63 82 48
63 83 37
63 84 21
63 88 16
64 65 6
64 68 23
64 69 12
64 70 21
64 72 29
64 74 31
64 75 50
64 78 47
64 80 42
64 81 22
64 82 1
64 85 11
64 86 15
64 87 46
64 88 21
65 66 10
65 68 43
65 71 15
65 72 12
65 74 4
65 75 8
65 77 48
65 84 22
65 87 28
65 89 49
66 69 38
66 70 34
66 71 3
66 73 12
66 75 22
66 78 46
66 80 37
66 81 33
66 84 34
66 85 1
66 86 14
66 88 23
67 68 7
67 70 5
67 71 25
67 74 12
67 81 2
67 83 50
67 84 29
67 87 32
67 88 2
67 89 33
68 69 31
68 71 19
68 74 47
68 79 17
68 80 34
68 82 13
68 84 44
68 85 46
68 87 19
68 89 43
69 70 33
69 74 44
69 77 29
69 78 10
69 81 40
69 83 11
69 84 2
69 87 4
69 88 46
70 73 22
70 76 43
70 79 45
70 83 14
70 87 9
70 88 47
70 89 5
71 73 8
71 75 43
71 76 36
71 79 20
71 80 50
71 81 15
71 82 22
71 86 35
71 88 32
71 89 45
72 73 33
72 75 38
72 78 16
72 80 7
72 81 5
72 82 47
72 83 29
72 88 38
72 89 41
73 74 28
73 75 38
73 77 14
73 78 34
73 80 28
73 81 11
73 83 44
73 85 40
73 87 30
73 88 36
74 76 49
74 77 31
74 78 4
74 80 45
74 81 39
74 82 35
74 85 10
74 86 29
74 88 9
74 89 12
75 76 6
75 78 43
75 79 6
75 80 49
75 81 40
75 82 2
75 83 7
75 84 47
75 85 15
75 88 29
76 77 8
76 79 31
76 81 26
76 82 21
76 89 11
77 79 24
77 80 39
77 82 8
77 83 38
77 89 32
78 80 3
78 83 24
78 84 16
78 85 47
78 88 4
78 89 23
79 80 47
79 83 36
79 85 11
79 88 16
80 81 28
80 83 17
80 85 8
80 86 41
80 87 32
80 89 14
81 82 28
81 83 34
81 84 50
81 85 12
81 87 39
82 83 10
82 84 37
82 85 30
82 88 41
83 84 35
83 86 23
83 88 36
83 89 36
84 89 6
85 88 32
86 88 31
87 89 33
